date,quantity,unit_price,shipment_price,total_price,status,quarter,month,year,category,product,customer,city,state,postal_code,country,region,dealsize
2004-11-04 05:00:00,24,100.0,1378.8,3778.8,Shipped,3,11,2004,Classic Cars,S12_3891,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,NA,Medium
2004-11-23 17:00:00,45,100.0,3753.0,8253.0,Shipped,3,11,2004,Classic Cars,S12_3891,Amica Models & Co.,Torino,,10100,Italy,EMEA,Large
2004-01-18 08:00:00,20,100.0,1633.4,3633.4,Shipped,4,1,2004,Classic Cars,S12_3891,"AV Stores, Co.",Manchester,,EC2 5NT,UK,EMEA,Medium
2004-11-24 12:30:00,36,100.0,3313.8,6913.8,Shipped,4,11,2004,Classic Cars,S12_3891,Heintze Collectables,Aaarhus,,8200,Denmark,EMEA,Medium
2004-01-22 16:00:00,24,100.0,183.6,2583.6,Shipped,4,1,2004,Classic Cars,S12_3891,Baane Mini Imports,Stavern,,4110,Norway,EMEA,Small
2004-03-07 21:30:00,49,63.38,0.0,3105.62,Shipped,4,3,2004,Classic Cars,S12_3891,"La Corne D'abondance, Co.",Paris,,75012,France,EMEA,Medium
2004-08-09 19:30:00,26,100.0,1808.56,4408.56,Shipped,4,8,2004,Classic Cars,S12_3891,Muscle Machine Inc,NYC,NY,10022,USA,NA,Medium
2004-01-12 22:00:00,49,62.09,0.0,3042.41,Shipped,4,1,2004,Classic Cars,S12_3891,Reims Collectables,Reims,,51100,France,EMEA,Medium
2005-06-29 11:00:00,34,100.0,2541.5,5941.5,Shipped,1,6,2005,Classic Cars,S12_3891,"Tokyo Collectables, Ltd",Minato-ku,Tokyo,106-0032,Japan,Japan,Medium
2005-04-10 14:45:00,34,95.35,0.0,3241.9,Shipped,1,4,2005,Classic Cars,S12_3891,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,NA,Medium
2005-10-02 12:15:00,33,100.0,2809.29,6109.29,Shipped,1,10,2005,Classic Cars,S12_3891,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,NA,Medium
2005-07-04 18:45:00,22,100.0,1187.78,3387.78,Shipped,2,7,2005,Classic Cars,S12_3891,Gift Depot Inc.,Bridgewater,CT,97562,USA,NA,Medium
2003-03-06 09:00:00,39,89.38,0.0,3485.82,Shipped,1,3,2003,Classic Cars,S12_3990,Cruz & Sons Co.,Makati City,,1227 MM,Philippines,Japan,Medium
2003-11-12 10:30:00,32,63.84,0.0,2042.88,Shipped,2,11,2003,Classic Cars,S12_3990,Marseille Mini Autos,Marseille,,13008,France,EMEA,Small
2003-04-01 11:35:00,24,75.01,0.0,1800.24,Shipped,3,4,2003,Classic Cars,S12_3990,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,NA,Small
2003-11-29 23:05:00,21,63.84,0.0,1340.64,Shipped,3,11,2003,Classic Cars,S12_3990,Collectables For Less Inc.,Brickhaven,MA,58339,USA,NA,Small
2003-06-09 12:10:00,24,73.42,0.0,1762.08,Shipped,4,6,2003,Classic Cars,S12_3990,Corporate Gift Ideas Co.,San Francisco,CA,,USA,NA,Small
2003-06-14 20:55:00,36,63.84,0.0,2298.24,Shipped,4,6,2003,Classic Cars,S12_3990,"Anna's Decorations, Ltd",North Sydney,NSW,2060,Australia,APAC,Small
2003-01-03 12:05:00,20,81.4,0.0,1628.0,Shipped,4,1,2003,Classic Cars,S12_3990,Herkku Gifts,Bergen,,N 5804,Norway,EMEA,Small
2003-09-05 20:15:00,30,64.64,0.0,1939.2,Shipped,4,9,2003,Classic Cars,S12_3990,"Toms Spezialitten, Ltd",Koln,,50739,Germany,EMEA,Small
2003-03-23 21:35:00,44,82.99,0.0,3651.56,Shipped,4,3,2003,Classic Cars,S12_3990,Euro Shopping Channel,Madrid,,28034,Spain,EMEA,Medium
2004-04-19 23:00:00,28,92.57,0.0,2591.96,Shipped,1,4,2004,Classic Cars,S12_3990,Auto Canal Petit,Paris,,75016,France,EMEA,Small
2004-06-29 02:30:00,37,77.41,0.0,2864.17,Shipped,1,6,2004,Classic Cars,S12_3990,"Vida Sport, Ltd",Gensve,,1203,Switzerland,EMEA,Small
2004-01-25 09:00:00,20,74.21,0.0,1484.2,Shipped,2,1,2004,Classic Cars,S12_3990,Danish Wholesale Imports,Kobenhavn,,1734,Denmark,EMEA,Small
2004-04-23 05:00:00,25,90.17,0.0,2254.25,Cancelled,2,4,2004,Classic Cars,S12_3990,"UK Collectables, Ltd.",Liverpool,,WX1 6LT,UK,EMEA,Small
2004-06-07 23:30:00,35,76.61,0.0,2681.35,Shipped,3,6,2004,Classic Cars,S12_3990,L'ordine Souveniers,Reggio Emilia,,42100,Italy,EMEA,Small
2004-07-14 06:30:00,38,83.79,0.0,3184.02,Shipped,3,7,2004,Classic Cars,S12_3990,Online Mini Collectables,Brickhaven,MA,58339,USA,NA,Medium
2004-12-08 01:30:00,41,69.43,0.0,2846.63,Shipped,3,12,2004,Classic Cars,S12_3990,"Vida Sport, Ltd",Gensve,,1203,Switzerland,EMEA,Small
2003-07-03 11:15:00,22,76.61,0.0,1685.42,Shipped,4,7,2003,Classic Cars,S12_3990,"Blauer See Auto, Co.",Frankfurt,,60528,Germany,EMEA,Small
2004-07-15 21:30:00,49,81.4,0.0,3988.6,Shipped,4,7,2004,Classic Cars,S12_3990,"Toms Spezialitten, Ltd",Koln,,50739,Germany,EMEA,Medium
2004-12-06 04:00:00,38,73.42,0.0,2789.96,Shipped,4,12,2004,Classic Cars,S12_3990,"Volvo Model Replicas, Co",Lule,,S-958 22,Sweden,EMEA,Small
2004-01-26 04:30:00,33,100.0,307.56,3607.56,Shipped,4,1,2004,Classic Cars,S12_3990,Land of Toys Inc.,NYC,NY,10022,USA,NA,Medium
2004-12-27 13:30:00,36,93.56,0.0,3368.16,Shipped,4,12,2004,Classic Cars,S12_3990,Salzburg Collectables,Salzburg,,5020,Austria,EMEA,Medium
2005-10-23 01:00:00,34,81.62,0.0,2775.08,Shipped,1,10,2005,Classic Cars,S12_3990,Suominen Souveniers,Espoo,,FIN-02271,Finland,EMEA,Small
2005-12-10 17:00:00,24,67.83,0.0,1627.92,Shipped,1,12,2005,Classic Cars,S12_3990,"Toys of Finland, Co.",Helsinki,,21240,Finland,EMEA,Small
2005-02-04 23:30:00,36,70.26,0.0,2529.36,Shipped,1,2,2005,Classic Cars,S12_3990,Scandinavian Gift Ideas,Boras,,S-844 67,Sweden,EMEA,Small
2005-02-11 19:45:00,34,90.17,0.0,3065.78,Shipped,2,2,2005,Classic Cars,S12_3990,Salzburg Collectables,Salzburg,,5020,Austria,EMEA,Medium
2003-07-29 13:50:00,41,100.0,515.78,4615.78,Shipped,1,7,2003,Trucks and Buses,S12_4473,Euro Shopping Channel,Madrid,,28034,Spain,EMEA,Medium
2003-01-01 17:10:00,46,100.0,1123.78,5723.78,Shipped,2,1,2003,Trucks and Buses,S12_4473,Classic Legends Inc.,NYC,NY,10022,USA,NA,Medium
2003-08-03 05:25:00,24,100.0,159.6,2559.6,Shipped,2,8,2003,Trucks and Buses,S12_4473,Muscle Machine Inc,NYC,NY,10022,USA,NA,Small
2003-06-05 13:45:00,21,100.0,40.11,2140.11,Shipped,3,6,2003,Trucks and Buses,S12_4473,Suominen Souveniers,Espoo,,FIN-02271,Finland,EMEA,Small
2003-08-15 17:50:00,24,100.0,927.6,3327.6,Shipped,3,8,2003,Trucks and Buses,S12_4473,"Oulu Toy Supplies, Inc.",Oulu,,90110,Finland,EMEA,Medium
2003-12-07 11:20:00,48,100.0,2025.6,6825.6,Shipped,4,12,2003,Trucks and Buses,S12_4473,"Dragon Souveniers, Ltd.",Singapore,,79903,Singapore,Japan,Medium
2003-04-11 03:20:00,26,100.0,943.28,3543.28,Shipped,4,4,2003,Trucks and Buses,S12_4473,"Stylish Desk Decors, Co.",London,,WX3 6FW,UK,EMEA,Medium
2003-02-08 06:25:00,37,100.0,816.22,4516.22,Shipped,4,2,2003,Trucks and Buses,S12_4473,"Iberia Gift Imports, Corp.",Sevilla,,41101,Spain,EMEA,Medium
2003-03-05 07:15:00,49,100.0,1545.46,6445.46,Shipped,4,3,2003,Trucks and Buses,S12_4473,Mini Classics,White Plains,NY,24067,USA,NA,Medium
2003-10-25 21:55:00,34,99.54,0.0,3384.36,Shipped,4,10,2003,Trucks and Buses,S12_4473,Diecast Collectables,Boston,MA,51003,USA,NA,Medium
2004-07-03 23:30:00,48,100.0,91.68,4891.68,Shipped,1,7,2004,Trucks and Buses,S12_4473,Signal Collectibles Ltd.,Brisbane,CA,94217,USA,NA,Medium
2004-12-17 06:30:00,36,100.0,921.96,4521.96,Shipped,1,12,2004,Trucks and Buses,S12_4473,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,NA,Medium
2004-01-02 08:30:00,46,100.0,469.66,5069.66,Shipped,2,1,2004,Trucks and Buses,S12_4473,Euro Shopping Channel,Madrid,,28034,Spain,EMEA,Medium
2004-03-03 07:00:00,46,100.0,1941.2,6541.2,Shipped,2,3,2004,Trucks and Buses,S12_4473,Handji Gifts& Co,Singapore,,69045,Singapore,APAC,Medium
2004-11-30 18:00:00,31,97.17,0.0,3012.27,Shipped,3,11,2004,Trucks and Buses,S12_4473,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,NA,Medium
2004-05-23 06:30:00,41,100.0,1147.18,5247.18,Shipped,3,5,2004,Trucks and Buses,S12_4473,Diecast Classics Inc.,Allentown,PA,70267,USA,NA,Medium
2004-02-05 05:00:00,21,100.0,114.87,2214.87,Shipped,3,2,2004,Trucks and Buses,S12_4473,Land of Toys Inc.,NYC,NY,10022,USA,NA,Small
2004-10-27 08:30:00,38,100.0,973.18,4773.18,Shipped,4,10,2004,Trucks and Buses,S12_4473,Marta's Replicas Co.,Cambridge,MA,51247,USA,NA,Medium
2004-02-24 17:00:00,45,100.0,1685.7,6185.7,Shipped,4,2,2004,Trucks and Buses,S12_4473,Heintze Collectables,Aaarhus,,8200,Denmark,EMEA,Medium
2004-12-06 23:30:00,26,58.38,0.0,1517.88,Shipped,4,12,2004,Trucks and Buses,S12_4473,Vitachrome Inc.,NYC,NY,10022,USA,NA,Small
2004-09-29 17:30:00,38,100.0,2572.6,6372.6,Shipped,4,9,2004,Trucks and Buses,S12_4473,"La Corne D'abondance, Co.",Paris,,75012,France,EMEA,Medium
2004-03-09 12:30:00,48,100.0,432.96,5232.96,Shipped,4,3,2004,Trucks and Buses,S12_4473,Muscle Machine Inc,NYC,NY,10022,USA,NA,Medium
2004-12-29 11:00:00,42,64.16,0.0,2694.72,Shipped,4,12,2004,Trucks and Buses,S12_4473,Euro Shopping Channel,Madrid,,28034,Spain,EMEA,Small
2005-02-23 23:45:00,49,35.71,0.0,1749.79,Shipped,1,2,2005,Trucks and Buses,S12_4473,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,NA,Small
2005-03-21 02:00:00,32,66.58,0.0,2130.56,Shipped,1,3,2005,Trucks and Buses,S12_4473,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,NA,Small
2005-08-01 22:00:00,54,100.0,551.34,5951.34,Shipped,2,8,2005,Trucks and Buses,S12_4473,Euro Shopping Channel,Madrid,,28034,Spain,EMEA,Medium
2005-05-08 18:00:00,33,100.0,1392.6,4692.6,In Process,2,5,2005,Trucks and Buses,S12_4473,La Rochelle Gifts,Nantes,,44000,France,EMEA,Medium
2003-03-03 12:20:00,36,100.0,131.04,3731.04,Shipped,1,3,2003,Classic Cars,S12_4675,Cruz & Sons Co.,Makati City,,1227 MM,Philippines,Japan,Medium
2003-07-01 07:45:00,20,100.0,142.0,2142.0,Shipped,2,7,2003,Classic Cars,S12_4675,Marseille Mini Autos,Marseille,,13008,France,EMEA,Small
2003-08-28 06:15:00,29,97.89,0.0,2838.81,Shipped,3,8,2003,Classic Cars,S12_4675,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,NA,Small
2003-08-30 09:45:00,33,97.89,0.0,3230.37,Shipped,3,8,2003,Classic Cars,S12_4675,Collectables For Less Inc.,Brickhaven,MA,58339,USA,NA,Medium
2003-10-12 16:20:00,50,100.0,182.0,5182.0,Shipped,4,10,2003,Classic Cars,S12_4675,"Men 'R' US Retailers, Ltd.",Los Angeles,CA,,USA,NA,Medium
2003-10-11 14:35:00,41,100.0,291.1,4391.1,Shipped,4,10,2003,Classic Cars,S12_4675,Mini Auto Werke,Graz,,8010,Austria,EMEA,Medium
2003-01-24 23:05:00,36,100.0,877.32,4477.32,Shipped,4,1,2003,Classic Cars,S12_4675,Herkku Gifts,Bergen,,N 5804,Norway,EMEA,Medium
2003-12-23 13:35:00,27,100.0,844.56,3544.56,Shipped,4,12,2003,Classic Cars,S12_4675,Online Diecast Creations Co.,Nashua,NH,62005,USA,NA,Medium
2003-07-17 18:35:00,47,100.0,495.85,5195.85,Shipped,4,7,2003,Classic Cars,S12_4675,Euro Shopping Channel,Madrid,,28034,Spain,EMEA,Medium
2004-07-12 22:00:00,33,100.0,880.44,4180.44,Shipped,1,7,2004,Classic Cars,S12_4675,Euro Shopping Channel,Madrid,,28034,Spain,EMEA,Medium
2004-12-12 03:00:00,21,100.0,584.43,2684.43,Shipped,1,12,2004,Classic Cars,S12_4675,"Vida Sport, Ltd",Gensve,,1203,Switzerland,EMEA,Small
2004-02-24 10:30:00,21,93.28,0.0,1958.88,Shipped,2,2,2004,Classic Cars,S12_4675,"Oulu Toy Supplies, Inc.",Oulu,,90110,Finland,EMEA,Small
2004-08-22 00:00:00,41,100.0,810.57,4910.57,Cancelled,2,8,2004,Classic Cars,S12_4675,"UK Collectables, Ltd.",Liverpool,,WX1 6LT,UK,EMEA,Medium
2004-02-06 13:30:00,40,100.0,468.4,4468.4,Shipped,3,2,2004,Classic Cars,S12_4675,L'ordine Souveniers,Reggio Emilia,,42100,Italy,EMEA,Medium
2004-03-20 15:00:00,28,100.0,327.88,3127.88,Shipped,3,3,2004,Classic Cars,S12_4675,"Dragon Souveniers, Ltd.",Singapore,,79903,Singapore,Japan,Medium
2004-10-03 19:00:00,23,100.0,375.13,2675.13,Shipped,3,10,2004,Classic Cars,S12_4675,"Vida Sport, Ltd",Gensve,,1203,Switzerland,EMEA,Small
2003-05-07 05:55:00,23,100.0,507.61,2807.61,Shipped,4,5,2003,Classic Cars,S12_4675,"Blauer See Auto, Co.",Frankfurt,,60528,Germany,EMEA,Small
2004-09-14 00:30:00,25,100.0,4.75,2504.75,Shipped,4,9,2004,Classic Cars,S12_4675,"Toms Spezialitten, Ltd",Koln,,50739,Germany,EMEA,Small
2004-03-11 03:30:00,24,100.0,584.88,2984.88,Shipped,4,3,2004,Classic Cars,S12_4675,FunGiftIdeas.com,New Bedford,MA,50553,USA,NA,Small
2004-04-13 11:00:00,39,64.74,0.0,2524.86,Shipped,4,4,2004,Classic Cars,S12_4675,Land of Toys Inc.,NYC,NY,10022,USA,NA,Small
2004-06-02 07:00:00,55,75.2,0.0,4136.0,Shipped,4,6,2004,Classic Cars,S12_4675,Salzburg Collectables,Salzburg,,5020,Austria,EMEA,Medium
2005-08-18 15:30:00,46,88.45,0.0,4068.7,Shipped,1,8,2005,Classic Cars,S12_4675,Suominen Souveniers,Espoo,,FIN-02271,Finland,EMEA,Medium
2005-04-18 05:15:00,50,100.0,182.0,5182.0,Shipped,1,4,2005,Classic Cars,S12_4675,"Toys of Finland, Co.",Helsinki,,21240,Finland,EMEA,Medium
2005-01-26 20:30:00,47,100.0,543.79,5243.79,Shipped,1,1,2005,Classic Cars,S12_4675,Scandinavian Gift Ideas,Boras,,S-844 67,Sweden,EMEA,Medium
2005-01-01 00:00:00,97,93.28,0.0,9048.16,Shipped,2,1,2005,Classic Cars,S12_4675,Mini Caravy,Strasbourg,,67000,France,EMEA,Large
2005-12-23 15:15:00,32,100.0,632.64,3832.64,Shipped,2,12,2005,Classic Cars,S12_4675,Salzburg Collectables,Salzburg,,5020,Austria,EMEA,Medium
2003-05-08 07:40:00,35,100.0,420.0,3920.0,Shipped,1,5,2003,Trucks and Buses,S18_1097,Baane Mini Imports,Stavern,,4110,Norway,EMEA,Medium
2003-03-11 00:35:00,49,100.0,16.66,4916.66,Shipped,1,3,2003,Trucks and Buses,S18_1097,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,NA,Medium
2003-03-21 18:05:00,38,100.0,57.0,3857.0,Shipped,2,3,2003,Trucks and Buses,S18_1097,"Corrida Auto Replicas, Ltd",Madrid,,28023,Spain,EMEA,Medium
2003-07-16 08:15:00,32,100.0,981.44,4181.44,Shipped,3,7,2003,Trucks and Buses,S18_1097,Technics Stores Inc.,Burlingame,CA,94217,USA,NA,Medium
2003-07-27 18:55:00,34,100.0,1241.0,4641.0,Shipped,3,7,2003,Trucks and Buses,S18_1097,"Dragon Souveniers, Ltd.",Singapore,,79903,Singapore,Japan,Medium
2003-03-22 02:40:00,36,99.17,0.0,3570.12,Resolved,4,3,2003,Trucks and Buses,S18_1097,Mini Auto Werke,Graz,,8010,Austria,EMEA,Medium
2003-06-06 15:30:00,48,93.34,0.0,4480.32,Shipped,4,6,2003,Trucks and Buses,S18_1097,"Australian Gift Network, Co",South Brisbane,Queensland,4101,Australia,APAC,Medium
2003-08-29 16:35:00,21,96.84,0.0,2033.64,Shipped,4,8,2003,Trucks and Buses,S18_1097,"Classic Gift Ideas, Inc",Philadelphia,PA,71270,USA,NA,Small
2003-03-26 09:40:00,21,93.34,0.0,1960.14,Shipped,4,3,2003,Trucks and Buses,S18_1097,"Saveley & Henriot, Co.",Lyon,,69004,France,EMEA,Small
2003-05-02 05:45:00,34,100.0,566.78,3966.78,Shipped,4,5,2003,Trucks and Buses,S18_1097,Canadian Gift Exchange Network,Vancouver,BC,V3F 2K1,Canada,NA,Medium
2004-08-07 09:00:00,46,100.0,552.0,5152.0,Shipped,1,8,2004,Trucks and Buses,S18_1097,West Coast Collectables Co.,Burbank,CA,94019,USA,NA,Medium
2004-04-15 08:30:00,32,100.0,160.0,3360.0,Shipped,1,4,2004,Trucks and Buses,S18_1097,Cambridge Collectables Co.,Cambridge,MA,51247,USA,NA,Medium
2004-06-30 04:30:00,29,100.0,551.0,3451.0,Shipped,2,6,2004,Trucks and Buses,S18_1097,Super Scale Inc.,New Haven,CT,97823,USA,NA,Medium
2004-03-28 11:30:00,41,100.0,1353.0,5453.0,Shipped,2,3,2004,Trucks and Buses,S18_1097,"Tokyo Collectables, Ltd",Minato-ku,Tokyo,106-0032,Japan,Japan,Medium
2004-10-22 11:30:00,43,96.84,0.0,4164.12,Shipped,3,10,2004,Trucks and Buses,S18_1097,Souveniers And Things Co.,Chatswood,NSW,2067,Australia,APAC,Medium
2004-02-05 11:30:00,24,100.0,400.08,2800.08,Shipped,3,2,2004,Trucks and Buses,S18_1097,Amica Models & Co.,Torino,,10100,Italy,EMEA,Small
2004-02-22 06:30:00,41,100.0,587.94,4687.94,Shipped,3,2,2004,Trucks and Buses,S18_1097,Scandinavian Gift Ideas,Boras,,S-844 67,Sweden,EMEA,Medium
2004-04-03 10:30:00,46,98.0,0.0,4508.0,Shipped,4,4,2004,Trucks and Buses,S18_1097,Auto Assoc. & Cie.,Versailles,,78000,France,EMEA,Medium
2004-09-07 06:00:00,32,100.0,981.44,4181.44,Shipped,4,9,2004,Trucks and Buses,S18_1097,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,NA,Medium
2004-08-06 13:30:00,22,100.0,51.04,2251.04,Shipped,4,8,2004,Trucks and Buses,S18_1097,Online Diecast Creations Co.,Nashua,NH,62005,USA,NA,Small
2004-03-27 16:00:00,29,40.25,0.0,1167.25,Shipped,4,3,2004,Trucks and Buses,S18_1097,Mini Wheels Co.,San Francisco,CA,,USA,NA,Small
2004-07-15 02:00:00,42,49.6,0.0,2083.2,Shipped,4,7,2004,Trucks and Buses,S18_1097,"Australian Collectors, Co.",Melbourne,Victoria,3004,Australia,APAC,Small
2004-02-26 08:00:00,39,98.0,0.0,3822.0,Shipped,4,2,2004,Trucks and Buses,S18_1097,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,NA,Medium
2005-06-18 19:30:00,27,100.0,1211.49,3911.49,Shipped,1,6,2005,Trucks and Buses,S18_1097,"Anna's Decorations, Ltd",North Sydney,NSW,2060,Australia,APAC,Medium
2005-12-26 16:15:00,48,98.0,0.0,4704.0,Shipped,1,12,2005,Trucks and Buses,S18_1097,Corporate Gift Ideas Co.,San Francisco,CA,,USA,NA,Medium
2005-11-28 13:00:00,29,85.1,0.0,2467.9,Shipped,1,11,2005,Trucks and Buses,S18_1097,"Anna's Decorations, Ltd",North Sydney,NSW,2060,Australia,APAC,Small
2005-04-06 01:15:00,27,100.0,513.0,3213.0,Shipped,2,4,2005,Trucks and Buses,S18_1097,Quebec Home Shopping Network,Montreal,Quebec,H1J 1C3,Canada,NA,Medium
2005-11-29 07:15:00,54,100.0,1782.0,7182.0,In Process,2,11,2005,Trucks and Buses,S18_1097,Euro Shopping Channel,Madrid,,28034,Spain,EMEA,Large
2003-10-20 04:35:00,26,100.0,1779.18,4379.18,Shipped,1,10,2003,Classic Cars,S18_1129,Motor Mint Distributors Inc.,Philadelphia,PA,71270,USA,NA,Medium
2003-01-17 10:50:00,34,100.0,1604.8,5004.8,Shipped,2,1,2003,Classic Cars,S18_1129,Marseille Mini Autos,Marseille,,13008,France,EMEA,Medium
2003-04-07 13:30:00,25,100.0,1144.75,3644.75,Shipped,3,4,2003,Classic Cars,S18_1129,Alpha Cognac,Toulouse,,31000,France,EMEA,Medium
2003-05-19 18:20:00,23,100.0,402.04,2702.04,Shipped,3,5,2003,Classic Cars,S18_1129,"Anna's Decorations, Ltd",North Sydney,NSW,2060,Australia,APAC,Small
2003-01-18 21:10:00,28,100.0,964.88,3764.88,Shipped,4,1,2003,Classic Cars,S18_1129,Heintze Collectables,Aaarhus,,8200,Denmark,EMEA,Medium
2003-08-27 13:05:00,35,100.0,1008.0,4508.0,Shipped,4,8,2003,Classic Cars,S18_1129,Quebec Home Shopping Network,Montreal,Quebec,H1J 1C3,Canada,NA,Medium
2003-10-20 13:10:00,44,100.0,1018.16,5418.16,Shipped,4,10,2003,Classic Cars,S18_1129,Herkku Gifts,Bergen,,N 5804,Norway,EMEA,Medium
2003-10-08 09:20:00,22,100.0,1100.66,3300.66,Shipped,4,10,2003,Classic Cars,S18_1129,Online Diecast Creations Co.,Nashua,NH,62005,USA,NA,Medium
2003-10-15 04:25:00,42,100.0,1982.4,6182.4,Shipped,4,10,2003,Classic Cars,S18_1129,Muscle Machine Inc,NYC,NY,10022,USA,NA,Medium
2004-04-08 07:30:00,29,100.0,1286.73,4186.73,Shipped,1,4,2004,Classic Cars,S18_1129,Euro Shopping Channel,Madrid,,28034,Spain,EMEA,Medium
2004-08-12 12:30:00,32,100.0,1329.28,4529.28,Shipped,1,8,2004,Classic Cars,S18_1129,"Vida Sport, Ltd",Gensve,,1203,Switzerland,EMEA,Medium
2004-05-05 22:30:00,41,100.0,1528.89,5628.89,Shipped,2,5,2004,Classic Cars,S18_1129,Osaka Souveniers Co.,Osaka,Osaka,530-0003,Japan,Japan,Medium
2004-06-17 11:00:00,26,100.0,454.48,3054.48,Cancelled,2,6,2004,Classic Cars,S18_1129,"UK Collectables, Ltd.",Liverpool,,WX1 6LT,UK,EMEA,Medium
2004-04-08 01:00:00,21,100.0,426.51,2526.51,Shipped,3,4,2004,Classic Cars,S18_1129,L'ordine Souveniers,Reggio Emilia,,42100,Italy,EMEA,Small
2004-08-13 21:00:00,34,100.0,1267.86,4667.86,Shipped,3,8,2004,Classic Cars,S18_1129,Signal Gift Stores,Las Vegas,NV,83030,USA,NA,Medium
2004-08-31 18:00:00,41,100.0,2399.32,6499.32,Shipped,3,8,2004,Classic Cars,S18_1129,"Vida Sport, Ltd",Gensve,,1203,Switzerland,EMEA,Medium
2003-02-17 13:35:00,37,100.0,2217.78,5917.78,Shipped,4,2,2003,Classic Cars,S18_1129,"Norway Gifts By Mail, Co.",Oslo,,N 0106,Norway,EMEA,Medium
2004-08-24 23:30:00,37,100.0,2531.91,6231.91,Shipped,4,8,2004,Classic Cars,S18_1129,"Toms Spezialitten, Ltd",Koln,,50739,Germany,EMEA,Medium
2004-03-03 00:30:00,41,100.0,1703.14,5803.14,Shipped,4,3,2004,Classic Cars,S18_1129,FunGiftIdeas.com,New Bedford,MA,50553,USA,NA,Medium
2004-01-20 18:30:00,46,100.0,1834.02,6434.02,Shipped,4,1,2004,Classic Cars,S18_1129,Motor Mint Distributors Inc.,Philadelphia,PA,71270,USA,NA,Medium
2004-04-24 00:30:00,40,100.0,2454.4,6454.4,Shipped,4,4,2004,Classic Cars,S18_1129,"Australian Collectors, Co.",Melbourne,Victoria,3004,Australia,APAC,Medium
2004-02-20 15:30:00,43,97.6,0.0,4196.8,Shipped,4,2,2004,Classic Cars,S18_1129,Lyon Souveniers,Paris,,75508,France,EMEA,Medium
2005-01-08 14:30:00,30,87.06,0.0,2611.8,Shipped,1,1,2005,Classic Cars,S18_1129,Mini Creations Ltd.,New Bedford,MA,50553,USA,NA,Small
2005-12-28 23:00:00,35,100.0,2395.05,5895.05,Shipped,1,12,2005,Classic Cars,S18_1129,"Toys of Finland, Co.",Helsinki,,21240,Finland,EMEA,Medium
2005-10-25 07:45:00,36,93.77,0.0,3375.72,Shipped,1,10,2005,Classic Cars,S18_1129,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,NA,Medium
2005-09-11 05:15:00,61,100.0,2274.69,8374.69,Disputed,2,9,2005,Classic Cars,S18_1129,Danish Wholesale Imports,Kobenhavn,,1734,Denmark,EMEA,Large
2005-04-11 09:00:00,38,100.0,664.24,4464.24,Shipped,2,4,2005,Classic Cars,S18_1129,Salzburg Collectables,Salzburg,,5020,Austria,EMEA,Medium
2003-11-04 05:05:00,39,100.0,908.31,4808.31,Shipped,1,11,2003,Vintage Cars,S18_1342,Vitachrome Inc.,NYC,NY,10022,USA,NA,Medium
2003-10-28 18:35:00,33,99.66,0.0,3288.78,Shipped,1,10,2003,Vintage Cars,S18_1342,Mini Wheels Co.,San Francisco,CA,,USA,NA,Medium
2003-03-11 17:45:00,32,100.0,54.72,3254.72,Shipped,2,3,2003,Vintage Cars,S18_1342,"Australian Collectors, Co.",Melbourne,Victoria,3004,Australia,APAC,Medium
2003-02-26 12:10:00,31,100.0,84.94,3184.94,Shipped,3,2,2003,Vintage Cars,S18_1342,Souveniers And Things Co.,Chatswood,NSW,2067,Australia,APAC,Medium
2003-03-04 14:05:00,50,100.0,907.5,5907.5,Shipped,3,3,2003,Vintage Cars,S18_1342,Signal Collectibles Ltd.,Brisbane,CA,94217,USA,NA,Medium
2003-03-03 03:45:00,48,91.44,0.0,4389.12,Shipped,4,3,2003,Vintage Cars,S18_1342,Corporate Gift Ideas Co.,San Francisco,CA,,USA,NA,Medium
2003-07-10 23:30:00,43,100.0,736.16,5036.16,Shipped,4,7,2003,Vintage Cars,S18_1342,Rovelli Gifts,Bergamo,,24100,Italy,EMEA,Medium
2003-09-28 00:25:00,25,87.33,0.0,2183.25,Shipped,4,9,2003,Vintage Cars,S18_1342,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,NA,Small
2003-03-08 12:30:00,28,100.0,306.88,3106.88,Shipped,4,3,2003,Vintage Cars,S18_1342,"Australian Collectables, Ltd",Glen Waverly,Victoria,3150,Australia,APAC,Medium
2003-10-06 14:25:00,36,100.0,135.72,3735.72,Shipped,4,10,2003,Vintage Cars,S18_1342,Euro Shopping Channel,Madrid,,28034,Spain,EMEA,Medium
2004-05-16 05:30:00,27,89.38,0.0,2413.26,Shipped,1,5,2004,Vintage Cars,S18_1342,West Coast Collectables Co.,Burbank,CA,94019,USA,NA,Small
